id,group,FORK,SKIRT,MUSTARD,BUTTERFLY,CELERY,LILY,STOMACH,SILVER,PINEAPPLE,BUS,SALMON,UNCLE,RABBIT,HAIRDRESSER,TABLECLOTH,ZEBRA,LIP,CAKE,FLUTE,THUMB,WRENCH,FIR TREE,JUICER,RAVEN
1025,artists,KNIFE,LEG,LETTUCE,WARM,CRUNCH,WHITE,ULCER,WARE,SOUR,RIDE,SKIN,FLAPPY,EARS,DRY,TOP,STRIPE,CRASH,DUST,FLUID,TACK,PAIN,SMELL,STALE,BLACK
1026,artists,KNIFE,EDGE,KETCHUP,BUTTER,STOCK,PAD,ACHE,PLATING,SMOOTHIE,YELLOW,STICK,AUNT,FOOT,HAIRDRYER,CHAIR,HORSE,GLOSS,DECORATION,SILVER,PRINT,PIPE,GUMTREE,BOX,BLACK
1027,artists,SPOON,SHOES,KETCHUP,WINGS,STICK,POND,ACHE,GOLD,ROUGH,STOP,RED,AUNT,HOLE,SCISSORS,CLOTH,WHITE,RED,CANDLES,BUTTONS,NAIL,SILVER,CEDAR,ORANGE,CLAW
1028,artists,KNIFE,SHORT,KETCHUP,KNIFE,STALK,PAD,ACHE,LINING,PIE,STOP,SANDWICH,DAD,HOLE,PARTY,TOP,STRIPES,SERVICE,WALK,PLAYER,WRESTLE,HAND,APPLE,BOX,HAIR
1030,artists,KNIFE,TROUSERS,MAYONNAISE,FLOWER,CARROT,WATER,ACHE,GOLD,WATERMELON,CAR,TROUT,AUNT,DOG,CHAIR,CHAIR,STRIPE,BALM,PARTY,MOUTH,TOE,SCREW,FERN,ORANGE,BLACK
1031,artists,SHARP,SHORT,YELLOW,SMALL,GREEN,GREEN,BIG,SHINY,YELLOW,LONG,PINK,MAN,ANIMAL,HAIR,FLAT,STRIPED,RED,YUMMY,NOISE,THICK,HEXAGON,GREEN,PURPLE,BLACK
1032,artists,SPOON,PANTS,KETCHUP,HUMMINGBIRD,CARROTS,VALLEY,PAIN,GOLD,JUICE,CAR,SKIN,AUNT,TAIL,HAIR,CHAIR,LION,GLOSS,EAT,MUSIC,FINGER,HAMMER,PINE,PINEAPPLE,CROW
1033,artists,KNIFE,DRESS,YELLOW,BUTTER,LEAVES,YELLOW,HUNGRY,SPOON,FRONDS,BUST,PINK,HUNGRY,EGG,SPRAY,CHAIR,STRIPES,MOUTH,FROSTING,FLEE,FINGERNAIL,RENT,FURNITURE,PINEAPPLE,BLACK
2001,scientists,KNIFE,DRESS,MAYONNAISE,FISH,PEANUT BUTTER,POND,GUT,METAL,FRUIT,CAR,FISH,RELATIVE,HOP,STYLIST,CHAIR,AFRICA,EAT,EAT,INSTRUMENT,HAND,KNOB,FOREST,CUP,BIRD
2003,scientists,SPOON,DRESS,KETCHUP,COCOON,CARROT,PANSY,ACHE,GOLD,KUMQUAT,TRAIN,TROUT,AUNT,DOG,ACCOUNTANT,CHAIR,HORSE,TONGUE,COOKIES,PIANO,FINGER,SCREWDRIVER,OAK TREE,WATER,CROW
2004,scientists,SPOON,DRESS,MAYO,CATERPILLAR,CARROTS,FLOWER,ESOPHAGUS,GOLD,PEAR,CAR,FISH,AUNT,RODENT,SHAMPOO,CHAIR,HORSE,TEETH,CUPCAKE,CLARINET,PINKY,SCREWDRIVER,PINE,ORANGE,BIRD
2005,scientists,KNIFE,DRESS,RELISH,DRAGONFLY,CARROT,ROSE,ESOPHAGUS,GOLD,TOMATO,CAR,TROUT,AUNT,HARE,COIFFURE,CHAIR,GOLDFINCH,EYE,SPOON,VIOLIN,FINGER,SCREWDRIVER,WILLOW,APPLE,CROW
2006,scientists,KNIFE,BLOUSE,PEPPER,FLOWER,STALK,BLUE,ACID REFLUX,SPOON,YELLOW,RED,OINK,MAN,WHITE,SCISSORS,VASE,STRIPES,BREAD,CHOCOLATE,WOOD,LEFT,SILVER,GREEN,APPLE,BLACK
2007,scientists,SPOON,DRESS,KETCHUP,CATERPILLAR,PEANUT BUTTER,FROG,FLU,GOLD,FRUIT,WHEELS,FISH,AUNT,HOLE,SALON,CHAIR,FISH,LIPSTICK,PIE,INSTRUMENT,FINGER,TOOL,OAK TREE,ORANGE,BIRD
2008,scientists,SPOON,DRESS,KETCHUP,CATERPILLAR,CARROTS,PAD,FOOD,GOLD,FRUIT,CAR,FISH,AUNT,RODENT,BARBER,CHAIR,STRIPES,FACE,PIE,SAXOPHONE,FINGER,SCREWDRIVER,FOREST,SODA,BIRD
2010,scientists,TENDRIL,BLOUSE,KETCHUP,CATERPILLAR,RHUBARB,FROG,FLU,LINING,MARASCHINO,KISS,FILET,CABIN,SNARE,BOUFFANT,CHAIR,FINCH,SASS,WEDDING,CHAMPAGNE,PRINT,CHISEL,DECIDUOUS,BAR,MATRICES
2011,scientists,KNIFE,SHORT,KETCHUP,BIRD,VEGETABLE,PAD,ACHE,SPOON,RING,SCHOOL,FISH,AUNT,HOLE,BARBER,CHAIR,FISH,STICK,WALK,MUSIC,FINGER,HAMMER,BUSH,BOX,CLAW
2012,scientists,FOOD,GIRL,SANDWICH,FLOWER,RANCH,FLOWER,FOOD,PLATE,FRUIT,PEOPLE,FISH,RELATIVE,FURRY,TWENTY,CHAIR,ANIMAL,BALM,SWEET,BAGPIPE,ARCHER,MONKEY,TAIGA,APPLE,BIRD
2013,scientists,KNIFE,BLOUSE,SANDWICH,FLOWER,CHEESE,TULIP,FOOD,BRIGHT,SMOOTHIE,DRIVER,CHEESE,AUNT,HOLE,BEAUTY,CHAIR,ZOO,EAT,BIRTHDAY,MUSIC,GOOD,CAR,GREEN,SWEET,PARROT
2014,scientists,SPOON,DRESS,KETCHUP,MOTH,CARROT,IRIS,GUT,GOLD,WATERMELON,TRAIN,PIKE,AUNT,KANGAROO,BARBER,CHAIR,TIGER,TONGUE,BATTER,TRUMPET,FINGER,HAMMER,MAPLE,COFFEE,HAWK
2016,scientists,KNIFE,DRESS,KETCHUP,BUMBLEBEE,CARROT,VALLEY,MOUTH,GOLD,BEACH,CAR,FISH,AUNT,BEAR,COMB,CHAIR,ELEPHANT,MOUTH,PIE,CLARINET,FOREFINGER,SCREWDRIVER,BIRCH,ORANGE,BLACKBIRD
2017,scientists,STEEL,BEAUTIFUL,YELLOW,COLORFUL,FIBER,PRETTY,FULL,SHINY,YELLOW,BIG,HEALTHY,LOVELY,FAST,SCISSOR,WOOD,STRIPE,RED,SWEET,SOUND,UP,TOOL,NEEDLE,SWEET,BLACK
2018,scientists,KNIFE,WOMAN,MAYONNAISE,BEE,CUCUMBER,PLANT,OBESE,GOLD,LEMON,DRIVER,FISH,AUNT,HOLE,COMB,CHAIR,HORSE,MOUTH,SWEET,PIANO,HAND,TOOL,NEEDLE,APPLE,BIRD
2019,scientists,SPOON,BLACK,YELLOW,BEAUTIFUL,ROOT,WHITE,BLUE,GOLD,YELLOW,STOP,FOX,NEPHEW,DOG,BEAUTIFUL,CHAIR,GIRAFFE,MOUTH,PISTACHIO,OBOE,FINGER,TOOL,GREEN,ORANGE,BLACK
2020,scientists,FOOD,LEGS,SAUSAGE,PRETTY,HEALTHY,WHITE,FLAT,SHINY,ROUND,BIG,PINK,OLD,EARS,BLOW-DRY,BIG,FAST,CURVED,SWEET,CONCERT,SORE,REPAIRS,FOREST,GRAPEFRUIT,STRONG
2021,scientists,SPOON,DRESS,KETCHUP,NET,PEANUTBUTTER,FLOWER,ACHE,GOLD,HULA,STOP,FISH,AUNT,HAT,CHAIR,CHAIR,GIRAFFE,NOSE,FROSTING,VIOLIN,FINGER,HAMMER,BIRCH,ORANGE,CROW
2022,scientists,KNIFE,SHIRT,KETCHUP,BIRD,LETTUCE,ROSE,INTESTINE,GOLD,WATERMELON,CAR,TROUT,AUNT,FOX,BARBER,CHAIR,LION,TEETH,PLATE,TROMBONE,FINGER,BOLT,PINE,ORANGE,CROW
2023,scientists,SPOON,DRESS,KETCHUP,FLOWER,CUCUMBER,PAD,FLU,GOLD,MANGO,CAR,BUTTER,AUNT,HOLE,BRUSH,CHAIR,FINCH,NOSE,SPOON,SAXOPHONE,HAND,SCREW,PINE,MILK,EAGLE
2024,scientists,SPOON,GIRL,KETCHUP,COCOON,CARROT,PAD,ACHE,GOLD,ACIDIC,SCHOOL,GROSS,AUNT,CAGE,BAD,CHAIR,SAFARI,CHEEK,BIRTHDAY,BAND,SEWING,PLUMBING,HOLIDAY,SUGAR,BIRD
2025,scientists,SPOON,DRESS,SEED,SEAGULL,STALK,PAD,PAIN,GOLD,SAUSAGE,STOP,FISH,AUNT,FOOT,CUCUMBER,SPOON,STRIPES,HAIR,CANDLE,ORCHESTRA,HAND,HAMMER,POPLAR,CAN,HAWK
2026,scientists,SPOON,TOP,KETCHUP,CHRYSALIS,CARROT,FLOWER,INTESTINE,GOLD,HOSPITALITY,TRAIN,FISH,AUNT,BUNNY,STYLIST,CHAIR,HORSE,FACE,DESSERT,CELLO,HAND,SCREWDRIVER,SPRUCE,BOX,BIRD
2027,scientists,SPOON,DRESS,KETCHUP,WING,CARROT,WHITE,FOOD,GOLD,GUAVA,CAR,PINK,AUNT,HARE,STYLIST,CHAIR,STRIPES,MOUTH,BIRTHDAY,OBOE,FOREFINGER,HAMMER,CHRISTMAS,MILK,BLACK
2028,scientists,ROAD,TOP,KETCHUP,MOTH,CARROTS,FLOWER,ACHE,GOLD,COCONUT,CAR,SUSHI,AUNT,HOLE,SALON,CHAIR,STRIPES,TEETH,EAT,INSTRUMENT,SUCK,SOCKET,NOBLE,ORANGE,BLACK
2029,scientists,KNIFE,SHORT,KETCHUP,FLOWER,STICK,PAD,LINING,SPOON,BUTTER,TRAIN,ROE,AUNT,HOLE,BARBER,CHAIR,STRIPE,SERVICE,COTTON,CLARINET,PRINT,HANDLE,BIRCH,JUICER,CROW
2030,scientists,KNIFE,SHORT,PEPPER,WING,STALK,PAD,ACHE,GOLD,FRUIT,CAR,FISH,MONKEY,CAR,SHORT,CHAIR,FISH,SINK,EAT,PICCOLO,PICK,MONKEY,PINE,JELL,BLACK
2032,scientists,SPOON,DRESS,KETCHUP,MOTH,STICK,PAD,ACHE,STERLING,GRILLED,STOP,SMOKED,AUNT,HOLE,SALON,TABLECLOTH,STRIPES,GLOSS,CUT,SOLO,WRESTLE,HAND,ASPEN,ORANGE,CROW
2033,scientists,SPOON,YUCK,KETCHUP,FLOWER,CARROTS,POND,ACHE,GOLD,EXPRESS,TREE,SPAWN,HURT,HOLE,FRIEND,CHAIR,FISH,TOOTH,CANDY,PICCOLO,DRIVE,TOOL,PINE,ORANGE,HAWK
2034,scientists,SPOON,HEM,KETCHUP,STOMACH,CRUNCH,FLOWER,BUTTERFLY,GOLD,JUICE,KIDS,ASPARAGUS,MAN,WHITE,BLONDE,CLOTH,STRIPES,STICK,ICING,MUSIC,WATER,BOLT,CONE,DRINK,BLACK
2035,scientists,SPOON,BLOUSE,MAYONNAISE,BIRD,SPINACH,APPLE,LIVER,GOLD,BANANA,TAXI,FISH,AUNT,HOLE,MAKEUP,CHAIR,DONKEY,CHEEK,CUPCAKE,GUITAR,HAND,HAMMER,FERN,SANDWICH,BIRD
2036,scientists,KNIFE,BLOUSE,BREAD,FLOWER,DISGUSTING,FLOWER,PAIN,GOLD,TROPICAL,TICKET,ORANGE,GRANDFATHER,HARE,COMB,GLASS,HORSE,TONGUE,CHOCOLATE,PIANO,NAIL,HAMMER,PINE,ORANGE,CROW
2037,scientists,KNIFE,BLOUSE,MAYONNAISE,FLOWER,SALT,POND,ACHE,GOLD,PIZZA,STOP,FILET,AUNT,HOLE,PERM,TOP,FISH,STICK,WALK,MUSIC,NAIL,KNIFE,PLANT,CUP,BLACK
2038,scientists,KNIFE,DRESS,SANDWICH,DRAGONFLY,VEGETABLE,FROG,HARD,GOLD,APPLE,CAR,FISH,AUNT,MOUSE,DESIGNER,DESK,LION,MOUTH,SUGAR,VIOLIN,FINGER,HAMMER,OAK,APPLE,BIRD
2039,scientists,SPOON,DRESS,MAYONNAISE,MOTH,CARROTS,PAD,ACID,SPOON,CORE,TAXI,TROUT,AUNT,HARE,BRUSH,CHAIR,HORSE,KISS,CHOCOLATE,MUSIC,FINGER,HAMMER,JUNIPER,TOMATO,CROW
2040,scientists,SPOON,PANTS,KETCHUP,CATERPILLAR,TABLE,LAVENDER,PAIN,GOLD,LEAVES,ROAD,STREET,HOME,COYOTE,FUN,WORK,ZOO,MOUTH,SWEET,ORCHESTRA,HAND,MONEY,COAT,WATER,BLACK
2041,scientists,KNIFE,DRESS,MAYONNAISE,BIRD,PICKLES,FLOWER,INTESTINE,GOLD,FRUIT,CAR,FISH,AUNT,ANIMAL,HAIRCUT,CHAIR,ANIMAL,MOUTH,DESSERT,INSTRUMENT,FINGER,TOOL,PRETTY,DRINK,BIRD
3001,control,KNIFE,PANTS,KETCHUP,FLY,CALORIES,FLOWER,HUNGRY,GOLD,FRUIT,TRANSPORTATION,FISH,AUNT,BOUNCE,SCISSORS,CHAIR,COW,TONGUE,CHOCOLATE,HORN,FINGER,TOOL,NATURE,ORANGE,BIRD
3002,control,SPOON,LEGS,HAMBURGER BUN,FLYING,SNAP,DELICATE,CENTERED,WEIGHT,FRUIT,BIG,SWIMMING,RELATIVE,EARS,FLAMBOYANT,FLAT,STRIPES,PUCKER,SPONGY,FINGERS,MEATY,TOOL,HUGE,FRESH,HAUNTING
3003,control,SPOON,DRESS,KETCHUP,MOTHS,CARROTS,PAD,ACHES,GOLD,EXPRESS,STOPS,FISH,AUNT,BUNNY,BARBER,CHAIR,STRIPES,STICK,LOVE,SPOON,NAIL,HAMMER,EVERGREEN,CARROTS,BLACK
3004,control,KNIFE,SHORTS,KETCHUP,FLY,STICKS,PAD,ACHE,WARE,YELLOW,TRUCK,PINK,AUNT,CARROT,COMB,TOP,STRIPES,RED,BIRTHDAY,SOUND,DRIVE,TOOLS,APPLE,APPLE,BLACK
3005,control,SPOON,PANTS,SEED,BEETLE,CARROT,SILLY,INTESTINE,GOLD,MARGARITA,SCHOOL,TROUT,AUNT,BUNNY,SPA,CHAIR,PONY,TEETH,CANDLE,TRUMPET,NAIL,PLIERS,CEDAR,MILK,PIGEON
3006,control,EAT,DRESS,DELICIOUS,GARDEN,STALK,PAD,GROWL,PRECIOUS,CANKER,DRIVE,SPAWN,GOOFY,FAST,STYLISH,EAT,STRIPE,KISS,FROSTING,PICCOLO,HITCHHIKE,MONKEY,NEEDLE,BAR,EVIL
3007,control,KNIFE,BLOUSE,SEED,CATERPILLAR,CARROTS,VALLEY,ULCER,GOLD,FRUIT,DRIVE,FISH,AUNT,HORSE,STYLIST,CHAIR,HORSE,READ,ICING,MUSIC,FIGHT,SCREWDRIVER,EVERGREEN,TASTY,BLACK
3008,control,SPOON,SHIRT,SEED,CATERPILLAR,STALK,PAD,ACHE,LINING,HILL,STOP,TROUT,FESTER,HOLE,BOUTIQUE,CHAIR,FINCH,BALM,WALK,PICCOLO,WAR,MONKEY,PINE,BOX,HAIR
3009,control,SPAGHETTI,PENCIL,GOOEY,ORANGE,WET,SISTER,ULCER,SHINY,JUICER,STOP,PINK,NONE,HARE,CURLY,LEG,EARS,GLOSS,CRUMBS,SOUND,BOOK,TOOL,PINES,ORANGE,SLEEK
3010,control,KNIFE,SHORTS,KETCHUP,WINGS,SALT,VALLEY,HUNGER,GOLD,SWEET,PEOPLE,FISH,AUNT,HOP,STYLE,SALAD,STRIPES,MOIST,FROSTING,CELLO,JOINT,TOOL,PINE,YUMMY,CROW
3011,control,SPOON,PANTS,KETCHUP,BEAUTIFUL,CARROT,DAFFODIL,INTESTINE,GOLD,CUCUMBER,TAXI,TROUT,AUNT,DOG,STYLISH,CHAIR,DONKEY,NOSE,SWEET,TROMBONE,PRINT,SCREWDRIVER,EVERGREEN,ORANGE,FLOWER
3012,control,KNIFE,PANTS,KETCHUP,MOTH,CARROTS,FLOWER,HUNGRY,GOLD,COCONUT,CAR,FISH,AUNT,BUNNY,SALON,CHAIR,HORSE,TEETH,PIE,INSTRUMENT,FINGER,SAW,PINE,ORANGE,CROW
3013,control,KNIFE,DRESS,DIJON,YELLOW,STALK,PAD,HUNGRY,SILVERWARE,SPIKY,WINDOW,FISH,AUNT,FLUFFY,CURLS,LEGS,STRIPES,STICK,FROSTING,INSTRUMENT,FINGERNAIL,TOOL,HOLIDAY,APPLE,CROW
3014,control,KNIFE,PANTS,KETCHUP,BEE,KOHLRABI,ROSE,CHEST,GOLD,MANGO,BICYCLE,TROUT,AUNT,MOUSE,DYE,TABLECLOTH,LION,TEETH,ICING,GUITAR,FINGER,PLIERS,NATURE,JUICER,NIGHTINGALE
3016,control,SPOON,PANTS,KETCHUP,WINGS,CRUNCH,FLOWER,PAT,BELLS,YELLOW,RIDE,FISH,AUNT,WHITE,HAIR,CLOTH,STRIPE,READ,FROSTING,PLAY,NAIL,BOLT,SMELL,ORANGE,BLACK
3017,control,UTENSIL,PRETTY,CONDIMENT,INSECT,STICK,FLOWER,PAIN,JEWELRY,FRUIT,VEHICLE,FISH,RELATIVE,WHITE,SCISSORS,EATING,STRIPES,LIPSTICK,SWEET,INSTRUMENT,BAND-AID,TOOL,GREEN,PINEAPPLE,BIRD
3018,control,SPOON,DRESS,KETCHUP,DRAGONFLY,POTATO,ROSE,KIDNEY,GOLD,MANGO,CAR,TROUT,AUNT,GOPHER,SCISSORS,CHAIR,STRIPE,NOSE,DONUT,HARP,FINGER,HAMMER,PINE,BANANA,CROW
3019,control,SPOON,TROUSERS,KETCHUP,FLY,KALE,BUTTERFLY,INTESTINE,GOLD,KIWI,TRANSPORT,BUTTER,NEPHEW,GRASS,HAIRDRYER,CHAIR,GIRAFFE,TONGUE,DISH,GUITAR,FINGER,BENCH,CYPRESS,ORANGE,MUSIC
3020,control,SPOON,LEGS,KETCHUP,WINGS,STICK,FLOWER,ACHE,GOLD,FRUIT,TRANSPORTATION,FISH,AUNT,FURRY,PERM,CHAIR,HORSE,STICK,DESSERT,INSTRUMENT,FINGER,FOOL,BIRCH,GRAPEFRUIT,DEATH
3021,control,SPOON,FASHION,POUPON,FLOWER,STICK,BEAUTIFUL,DIGESTION,GOLD,FRUIT,TRANSPORTATION,FISH,AUNT,BUNNY,STYLIST,CHAIR,BEAUTIFUL,GLOSS,BIRTHDAY,CLARINET,PRINT,PLIERS,WILLOW,FRUIT,BIRD
3022,control,SPOON,DRESS,KETCHUP,SNAILS,CARROTS,VALLEY,FLU,GOLD,CARROT,TRAFFIC,FISH,MARRIED,HOLE,COLOR,CHAIR,HORSE,MOUTH,PLATE,SONG,NAIL,HAMMER,TRUNK,BERRY,HAWK
3023,control,KNIFE,PEN,PENCIL,YELLOW,GREEN,ORANGE,HARD,GREY,YUMMY,CAR,PINK,AUNT,HOLE,HAPPY,CHAIR,ANIMAL,STICK,BIRTHDAY,MUSIC,PRINT,HAMMER,PINE,JARGON,BLACK
3025,control,KNIFE,BLOUSE,KETCHUP,FLOWER,DISGUSTING,FLOWER,ACID,GOLD,COOKING,WHEELS,ROE,AUNT,EARS,DYE,CHAIR,LION,RING,KNIFE,SPIT,FOREFINGER,HAMMER,EVERGREEN,APPLE,NEVERMORE
3026,control,KNIFE,JACKET,KETCHUP,BIRD,TOMATO,PAD,ACHE,JEWELRY,TART,CAR,WIGGLE,AUNT,HOLE,CUT,TOP,STRIPE,SERVICE,TEA,PIPE,NAIL,HAMMER,BIRCH,BLENDER,BIRD
3027,control,KNIFE,SOCKS,MAYONNAISE,FLOWERS,CARROTS,LILAC,PAIN,GOLD,MANGO,STOP,BURGER,AUNT,HOLE,SALON,CLOTH,FISH,GLOSSY,PAN,WIND,UP,SCREWDRIVER,PINE,ORANGE,CROW
3028,control,SPOON,GIRL,KETCHUP,NET,STICK,POND,ACHE,FILBERT,SLICE,PASS,FISH,AUNT,FOOT,WOMAN,CLOTH,STRIPE,READ,EAT,PLAY,NAIL,TURN,PLANT,DRINK,FLY
3029,control,SPOON,DRESS,KETCHUP,BIRD,CARROT,FLOWER,ACHE,GOLD,FRUIT,CAR,FISH,AUNT,BUNNY,MANICURIST,CHAIR,HORSE,MUSTACHE,ICE CREAM,INSTRUMENT,PINKY,MALLET,EVERGREEN,APPLE,BIRD
3031,control,KNIFE,SUMMER,BUN,ZEBRA,STRAWBERRY,VIOLIN,TAKE,GOLD,DESSERT,FARE,SWIM,GREAT,LUCKY,FUN,DINNER,ZOO,EDGE,TASTY,WIND,NOSE,DAME,FOREST,ORANGE,FLY
5001,artists,EATING,GIRL,YELLOW,PRETTY,CRUNCH,FLOWER,PAIN,POLISH,FRUIT,TRANSPORTATION,FISH,FRIEND,HOP,HAIRCUT,EATING,STRIPES,BITE,BIRTHDAY,INSTRUMENT,NAIL,SOCKET,PINE,APPLE,BLACK
