"","id","item","response","group","condition"
"84","1002","CELERY","VEGETABLE","artists","common"
"85","1002","FIR TREE","LEAF","artists","free"
"86","1002","FIR TREE","OAK","artists","uncommon"
"87","1002","FIR TREE","WOOD","artists","common"
"88","1002","FLUTE","GUITAR","artists","common"
"89","1002","FLUTE","INSTRUMENT","artists","uncommon"
"90","1002","FLUTE","TALE","artists","free"
"91","1002","FORK","KNIFE","artists","common"
"92","1002","FORK","METAL","artists","free"
"93","1002","FORK","SPOON","artists","uncommon"
"94","1002","HAIRDRESSER","JOB","artists","uncommon"
"95","1002","HAIRDRESSER","SASSOON","artists","free"
"96","1002","HAIRDRESSER","SCISSOR","artists","common"
"97","1002","JUICE","HOME DEPOT","artists","uncommon"
"98","1002","JUICE","ORANGE","artists","free"
"99","1002","JUICE","WATER","artists","common"
"100","1002","LILY","FLOWER","artists","common"
"101","1002","LILY","FLOWER","artists","uncommon"
"102","1002","LILY","SKINNY","artists","free"
"103","1002","LIP","BOXING","artists","free"
"104","1002","LIP","NOSE","artists","common"
"105","1002","LIP","NOSE","artists","uncommon"
"106","1002","MUSTARD","PREPARATION","artists","free"
"107","1002","MUSTARD","SAUCE","artists","common"
"108","1002","MUSTARD","TIGHTS","artists","uncommon"
"109","1002","PINEAPPLE","FRUIT","artists","common"
"110","1002","PINEAPPLE","NEW YEAR'S EVE","artists","free"
"111","1002","PINEAPPLE","ORANGE","artists","uncommon"
"112","1002","RABBIT","ANIMAL","artists","uncommon"
"113","1002","RABBIT","DOG","artists","common"
"114","1002","RABBIT","WHITE","artists","free"
"115","1002","RAVEN","RAVE","artists","uncommon"
"116","1002","RAVEN","RENT","artists","free"
"117","1002","RAVEN","WING","artists","common"
"118","1002","SALMON","BONE","artists","free"
"119","1002","SALMON","FISH","artists","common"
"120","1002","SALMON","FISH","artists","uncommon"
"121","1002","SILVER","GOLD","artists","uncommon"
"122","1002","SILVER","METAL","artists","common"
"123","1002","SILVER","MIRROR","artists","free"
"124","1002","SKIRT","CLOTHING","artists","common"
"125","1002","SKIRT","DESIGN","artists","free"
"126","1002","SKIRT","PANT","artists","uncommon"
"127","1002","STOMACH","LEG","artists","common"
"128","1002","STOMACH","LEG","artists","uncommon"
"129","1002","STOMACH","ROUND","artists","free"
"130","1002","TABLE","CHAIR","artists","common"
"131","1002","TABLE","CHAIR","artists","uncommon"
"132","1002","TABLE","FELT","artists","free"
"133","1002","THUMB","BRACELET","artists","free"
"134","1002","THUMB","FINGER","artists","uncommon"
"135","1002","THUMB","HAND","artists","common"
"136","1002","UNCLE","BEEF","artists","uncommon"
"137","1002","UNCLE","BLACK","artists","free"
"138","1002","UNCLE","MOM","artists","common"
"139","1002","WRENCH","MOTOR","artists","free"
"140","1002","WRENCH","RENT","artists","uncommon"
"141","1002","WRENCH","TOOL","artists","common"
"142","1002","ZEBRA","ANIMAL","artists","common"
"143","1002","ZEBRA","ANIMAL","artists","uncommon"
"144","1002","ZEBRA","STRIPE","artists","free"
"145","1003","BUS","CAR","artists","common"
"146","1003","BUS","SUPERMAN","artists","free"
"147","1003","BUS","TRUCK","artists","uncommon"
"148","1003","BUTTERFLY","INSECT","artists","common"
"149","1003","BUTTERFLY","LOFT","artists","free"
"150","1003","BUTTERFLY","ORANGE","artists","uncommon"
"151","1003","CAKE","DRY","artists","free"
"152","1003","CAKE","PIE","artists","common"
"153","1003","CAKE","TOO","artists","uncommon"
"154","1003","CELERY","CARROT","artists","common"
"155","1003","CELERY","CARROT","artists","uncommon"
"156","1003","CELERY","WIRE","artists","free"
"157","1003","FIR TREE","GREEN","artists","common"
"158","1003","FIR TREE","MOUNTAIN","artists","uncommon"
"159","1003","FIR TREE","SHADE","artists","free"
"160","1003","FLUTE","MELODY","artists","uncommon"
"161","1003","FLUTE","MUSIC","artists","common"
"162","1003","FLUTE","THIRSTY","artists","free"
"163","1003","FORK","BITE","artists","free"
"164","1003","FORK","SPOON","artists","common"
"165","1003","FORK","SPOON","artists","uncommon"
"166","1003","HAIRDRESSER","HAIRCUT","artists","common"
"167","1003","HAIRDRESSER","PERM","artists","free"
"168","1003","HAIRDRESSER","SMELL","artists","uncommon"
"169","1003","JUICE","BACTERIA","artists","free"
"170","1003","JUICE","SWEET","artists","uncommon"
"171","1003","JUICE","THIRSTY","artists","common"
"172","1003","LILY","BLOSSOM","artists","common"
"173","1003","LILY","FLOWER","artists","uncommon"
"174","1003","LILY","WATER","artists","free"
"175","1003","LIP","BALM","artists","uncommon"
"176","1003","LIP","CUT","artists","free"
"177","1003","LIP","MOUTH","artists","common"
"178","1003","MUSTARD","BITTER","artists","free"
"179","1003","MUSTARD","KETCHUP","artists","common"
"180","1003","MUSTARD","KETCHUP","artists","uncommon"
"181","1003","PINEAPPLE","BLUE","artists","uncommon"
"182","1003","PINEAPPLE","FRUIT","artists","common"
"183","1003","PINEAPPLE","SPIKE","artists","free"
"184","1003","RABBIT","EASTER","artists","common"
"185","1003","RABBIT","FURRY","artists","uncommon"
"186","1003","RABBIT","PELLET","artists","free"
"187","1003","RAVEN","BIRD","artists","common"
"188","1003","RAVEN","BLACK","artists","uncommon"
"189","1003","RAVEN","COLD","artists","free"
"190","1003","SALMON","COT","artists","free"
"191","1003","SALMON","FISH","artists","common"
"192","1003","SALMON","STREAM","artists","uncommon"
"193","1003","SILVER","GOLD","artists","common"
"194","1003","SILVER","GOLD","artists","uncommon"
"195","1003","SILVER","TARNISH","artists","free"
"196","1003","SKIRT","DRESS","artists","uncommon"
"197","1003","SKIRT","LEG","artists","free"
"198","1003","SKIRT","SHORT","artists","common"
"199","1003","STOMACH","FOOD","artists","common"
"200","1003","STOMACH","INTESTINE","artists","free"
"201","1003","STOMACH","PAIN","artists","uncommon"
"202","1003","TABLE","CHAIR","artists","common"
"203","1003","TABLE","CHAIR","artists","uncommon"
"204","1003","TABLE","DIRTY","artists","free"
"205","1003","THUMB","HAND","artists","common"
"206","1003","THUMB","PRINT","artists","uncommon"
"207","1003","THUMB","SCAN","artists","free"
"208","1003","UNCLE","AUNT","artists","common"
"209","1003","UNCLE","AUNT","artists","uncommon"
"210","1003","UNCLE","BROTHER","artists","free"
"211","1003","WRENCH","HAMMER","artists","uncommon"
"212","1003","WRENCH","TIGHT","artists","free"
"213","1003","WRENCH","TOOL","artists","common"
"214","1003","ZEBRA","HABITAT","artists","free"
"215","1003","ZEBRA","STRIPE","artists","common"
"216","1003","ZEBRA","STRIPE","artists","uncommon"
"217","1004","BUS","FAST","artists","free"
"218","1004","BUS","SCHOOL","artists","common"
"219","1004","BUS","YELLOW","artists","uncommon"
"220","1004","BUTTERFLY","BEAUTIFUL","artists","common"
"221","1004","BUTTERFLY","PEACOCK","artists","free"
"222","1004","BUTTERFLY","YELLOW","artists","uncommon"
"223","1004","CAKE","EAT","artists","common"
"224","1004","CAKE","EAT","artists","uncommon"
"225","1004","CAKE","NUTRITIOUS","artists","free"
"226","1004","CELERY","CRUNCHY","artists","uncommon"
"227","1004","CELERY","GREEN","artists","common"
"228","1004","CELERY","TASTY","artists","free"
"229","1004","FIR TREE","CHRISTMAS TREE","artists","common"
"230","1004","FIR TREE","MANGO","artists","uncommon"
"231","1004","FIR TREE","TROPICAL","artists","free"
"232","1004","FLUTE","MUSIC","artists","common"
"233","1004","FLUTE","MUSIC","artists","uncommon"
"234","1004","FLUTE","OBNOXIOUS","artists","free"
"235","1004","FORK","FOOD","artists","uncommon"
"236","1004","FORK","PITCH","artists","free"
"237","1004","FORK","SPOON","artists","common"
"238","1004","HAIRDRESSER","APPOINTMENT","artists","free"
"239","1004","HAIRDRESSER","BEAUTICIAN","artists","uncommon"
"240","1004","HAIRDRESSER","SCISSOR","artists","common"
"241","1004","JUICE","COLORFUL","artists","free"
"242","1004","JUICE","GLASS","artists","uncommon"
"243","1004","JUICE","ORANGE","artists","common"
"244","1004","LILY","FUNERAL","artists","free"
"245","1004","LILY","PAD","artists","common"
"246","1004","LILY","PAD","artists","uncommon"
"247","1004","LIP","BLACK","artists","free"
"248","1004","LIP","GLOSS","artists","common"
"249","1004","LIP","SPEAK","artists","uncommon"
"250","1004","MUSTARD","KETCHUP","artists","common"
"251","1004","MUSTARD","MELON","artists","uncommon"
"252","1004","MUSTARD","SORBET","artists","free"
"253","1004","PINEAPPLE","SOUP","artists","free"
"254","1004","PINEAPPLE","SOUR","artists","common"
"255","1004","PINEAPPLE","TEXTURE","artists","uncommon"
"256","1004","RABBIT","HOLE","artists","common"
"257","1004","RABBIT","HOLE","artists","uncommon"
"258","1004","RABBIT","LUCKY","artists","free"
"259","1004","RAVEN","BLACK","artists","common"
"260","1004","RAVEN","DARK","artists","uncommon"
"261","1004","RAVEN","HOPE","artists","free"
"262","1004","SALMON","FISH","artists","common"
"263","1004","SALMON","SCALE","artists","free"
"264","1004","SALMON","SWIM","artists","uncommon"
"265","1004","SILVER","GOLD","artists","common"
"266","1004","SILVER","NITRATE","artists","free"
"267","1004","SILVER","SHIELD","artists","uncommon"
"268","1004","SKIRT","PANT","artists","free"
"269","1004","SKIRT","SHIELD","artists","uncommon"
"270","1004","SKIRT","WOMAN","artists","common"
"271","1004","STOMACH","ACHE","artists","common"
"272","1004","STOMACH","ACHE","artists","uncommon"
"273","1004","STOMACH","PLUMBING","artists","free"
"274","1004","TABLE","SETTING","artists","free"
"275","1004","TABLE","STURDY","artists","uncommon"
"276","1004","TABLE","WOOD","artists","common"
"277","1004","THUMB","PRINT","artists","common"
"278","1004","THUMB","TACK","artists","uncommon"
"279","1004","THUMB","TOOL","artists","free"
"280","1004","UNCLE","AUNT","artists","common"
"281","1004","UNCLE","BROTHER","artists","uncommon"
"282","1004","UNCLE","YOUNGER","artists","free"
"283","1004","WRENCH","BOLT","artists","free"
"284","1004","WRENCH","SCREWDRIVER","artists","uncommon"
"285","1004","WRENCH","TOOL","artists","common"
"286","1004","ZEBRA","GRAY","artists","free"
"287","1004","ZEBRA","STRIPE","artists","common"
"288","1004","ZEBRA","ZOO","artists","uncommon"
"289","1005","BUS","METRO","artists","uncommon"
"290","1005","BUS","TRAIN","artists","common"
"291","1005","BUS","TRAIN","artists","free"
"292","1005","BUTTERFLY","AFFECT","artists","uncommon"
"293","1005","BUTTERFLY","CATERPILLAR","artists","common"
"294","1005","BUTTERFLY","COCOON","artists","free"
"295","1005","CAKE","COOKIES","artists","free"
"296","1005","CAKE","ICE CREAM","artists","common"
"297","1005","CAKE","MOVIE","artists","uncommon"
"298","1005","CELERY","BLOODY MARY","artists","common"
"299","1005","CELERY","CARROT","artists","free"
"300","1005","CELERY","CRUNCH","artists","uncommon"
"301","1005","FIR TREE","CHRISTMAS","artists","common"
"302","1005","FIR TREE","NEEDLE","artists","uncommon"
"303","1005","FIR TREE","OAK TREE","artists","free"
"304","1005","FLUTE","BEETHOVEN","artists","uncommon"
"305","1005","FLUTE","MAGIC","artists","common"
"306","1005","FLUTE","PIANO","artists","free"
"307","1005","FORK","INTERSECTION","artists","uncommon"
"308","1005","FORK","KNIFE","artists","common"
"309","1005","FORK","SPOON","artists","free"
"310","1005","HAIRDRESSER","ACCOUNTANT","artists","free"
"311","1005","HAIRDRESSER","BLOW-DRYER","artists","uncommon"
"312","1005","HAIRDRESSER","HAIRCUT","artists","common"
"313","1005","JUICE","APPLE","artists","common"
"314","1005","JUICE","POMEGRANATE","artists","uncommon"
"315","1005","JUICE","WATER","artists","free"
"316","1005","LILY","FLOWER","artists","common"
"317","1005","LILY","PANSY","artists","free"
"318","1005","LILY","VALLEY","artists","uncommon"
"319","1005","LIP","MOUTH","artists","common"
"320","1005","LIP","SORE","artists","uncommon"
"321","1005","LIP","TONGUE","artists","free"
"322","1005","MUSTARD","KETCHUP","artists","common"
"323","1005","MUSTARD","KETCHUP","artists","free"
"324","1005","MUSTARD","SEED","artists","uncommon"
"325","1005","PINEAPPLE","COCONUT","artists","common"
"326","1005","PINEAPPLE","KUMQUAT","artists","free"
"327","1005","PINEAPPLE","PIZZA","artists","uncommon"
"328","1005","RABBIT","BUNNY","artists","common"
"329","1005","RABBIT","DOG","artists","free"
"330","1005","RABBIT","FOOT","artists","uncommon"
"331","1005","RAVEN","BLACK","artists","uncommon"
"332","1005","RAVEN","CROW","artists","free"
"333","1005","RAVEN","NEVERMORE","artists","common"
"334","1005","SALMON","FISH","artists","common"
"335","1005","SALMON","SMOKED","artists","uncommon"
"336","1005","SALMON","TROUT","artists","free"
"337","1005","SILVER","FILLINGS","artists","uncommon"
"338","1005","SILVER","GOLD","artists","common"
"339","1005","SILVER","GOLD","artists","free"
"340","1005","SKIRT","DRESS","artists","free"
"341","1005","SKIRT","HEM","artists","uncommon"
"342","1005","SKIRT","PANT","artists","common"
"343","1005","STOMACH","ACHE","artists","common"
"344","1005","STOMACH","ACHE","artists","free"
"345","1005","STOMACH","GASTROPOD","artists","uncommon"
"346","1005","TABLE","CHAIR","artists","common"
"347","1005","TABLE","CHAIR","artists","free"
"348","1005","TABLE","PLACEMAT","artists","uncommon"
"349","1005","THUMB","FINGER","artists","common"
"350","1005","THUMB","FINGER","artists","free"
"351","1005","THUMB","NAIL","artists","uncommon"
"352","1005","UNCLE","AUNT","artists","common"
"353","1005","UNCLE","AUNT","artists","free"
"354","1005","UNCLE","SAM","artists","uncommon"
"355","1005","WRENCH","SCREWDRIVER","artists","free"
"356","1005","WRENCH","SOCKET","artists","uncommon"
"357","1005","WRENCH","TOOL","artists","common"
"358","1005","ZEBRA","HOOF BEATS","artists","uncommon"
"359","1005","ZEBRA","HORSE","artists","free"
"360","1005","ZEBRA","LION","artists","common"
"361","1006","BUS","SEGREGATION","artists","uncommon"
"362","1006","BUS","SLOW","artists","free"
"363","1006","BUS","TRANSPORTATION","artists","common"
"364","1006","BUTTERFLY","COCOON","artists","uncommon"
"365","1006","BUTTERFLY","FLIGHT","artists","common"
"366","1006","BUTTERFLY","FLY","artists","free"
"367","1006","CAKE","BAKE","artists","uncommon"
"368","1006","CAKE","EAT","artists","free"
"369","1006","CAKE","PEACE","artists","common"
"370","1006","CELERY","DIET","artists","common"
"371","1006","CELERY","PEANUT BUTTER","artists","free"
"372","1006","CELERY","SOUND","artists","uncommon"
"373","1006","FIR TREE","EVERGREEN","artists","uncommon"
"374","1006","FIR TREE","NEEDLE","artists","common"
"375","1006","FIR TREE","NEEDLE","artists","free"
"376","1006","FLUTE","SOUND","artists","common"
"377","1006","FLUTE","SOUND","artists","free"
"378","1006","FLUTE","WOODWIND","artists","uncommon"
"379","1006","FORK","KNIFE","artists","common"
"380","1006","FORK","KNIFE","artists","free"
"381","1006","FORK","TIME","artists","uncommon"
"382","1006","HAIRDRESSER","CUT","artists","common"
"383","1006","HAIRDRESSER","CUT","artists","free"
"384","1006","HAIRDRESSER","EXPENSIVE","artists","uncommon"
"385","1006","JUICE","DRINK","artists","common"
"386","1006","JUICE","DRINK","artists","free"
"387","1006","JUICE","HEALTH","artists","uncommon"
"388","1006","LILY","DAY","artists","common"
"389","1006","LILY","DAY","artists","free"
"390","1006","LILY","DEATH","artists","uncommon"
"391","1006","LIP","ATTITUDE","artists","uncommon"
"392","1006","LIP","KISS","artists","free"
"393","1006","LIP","MUSTACHE","artists","common"
"394","1006","MUSTARD","KETCHUP","artists","common"
"395","1006","MUSTARD","KETCHUP","artists","free"
"396","1006","MUSTARD","STONE MILD","artists","uncommon"
"397","1006","PINEAPPLE","FRUIT","artists","common"
"398","1006","PINEAPPLE","LIGHT BULB","artists","uncommon"
"399","1006","PINEAPPLE","SWEET","artists","free"
"400","1006","RABBIT","BURROW","artists","common"
"401","1006","RABBIT","HOLE","artists","free"
"402","1006","RABBIT","HOLE","artists","uncommon"
"403","1006","RAVEN","BLACK","artists","common"
"404","1006","RAVEN","BLACK","artists","free"
"405","1006","RAVEN","NEVERMORE","artists","uncommon"
"406","1006","SALMON","FISH","artists","common"
"407","1006","SALMON","LOCKS","artists","uncommon"
"408","1006","SALMON","UPSTREAM","artists","free"
"409","1006","SILVER","CONDUCTIVITY","artists","uncommon"
"410","1006","SILVER","GOLD","artists","free"
"411","1006","SILVER","TARNISH","artists","common"
"412","1006","SKIRT","COVER","artists","common"
"413","1006","SKIRT","SHORT","artists","free"
"414","1006","SKIRT","TWIRL","artists","uncommon"
"415","1006","STOMACH","DIGEST","artists","common"
"416","1006","STOMACH","DIGEST","artists","free"
"417","1006","STOMACH","PUNCH","artists","uncommon"
"418","1006","TABLE","CHAIR","artists","common"
"419","1006","TABLE","CHAIR","artists","free"
"420","1006","TABLE","QUIT","artists","uncommon"
"421","1006","THUMB","NAIL","artists","uncommon"
"422","1006","THUMB","UP","artists","common"
"423","1006","THUMB","WRESTLING","artists","free"
"424","1006","UNCLE","AUNT","artists","common"
"425","1006","UNCLE","AUNT","artists","free"
"426","1006","UNCLE","QUIT","artists","uncommon"
"427","1006","WRENCH","REMOVE","artists","uncommon"
"428","1006","WRENCH","TIGHTEN","artists","common"
"429","1006","WRENCH","TIGHTEN","artists","free"
"430","1006","ZEBRA","HORSE","artists","uncommon"
"431","1006","ZEBRA","STRIPE","artists","common"
"432","1006","ZEBRA","STRIPE","artists","free"
"433","1007","BUS","CAR","artists","common"
"434","1007","BUS","CRASH","artists","uncommon"
"435","1007","BUS","SCHOOL","artists","free"
"436","1007","BUTTERFLY","COCOON","artists","common"
"437","1007","BUTTERFLY","COCOON","artists","free"
"438","1007","BUTTERFLY","SPRING","artists","uncommon"
"439","1007","CAKE","BIRTHDAY","artists","common"
"440","1007","CAKE","EAT","artists","free"
"441","1007","CAKE","LAYER","artists","uncommon"
"442","1007","CELERY","BLOODY","artists","uncommon"
"443","1007","CELERY","PEANUT BUTTER","artists","free"
"444","1007","CELERY","VEGETABLE","artists","common"
"445","1007","FIR TREE","CHRISTMAS","artists","common"
"446","1007","FIR TREE","FOREST","artists","free"
"447","1007","FIR TREE","LEAF","artists","uncommon"
"448","1007","FLUTE","MUSIC","artists","common"
"449","1007","FLUTE","ORCHESTRA","artists","free"
"450","1007","FLUTE","WINE","artists","uncommon"
"451","1007","FORK","DINNER","artists","uncommon"
"452","1007","FORK","SPOON","artists","common"
"453","1007","FORK","SPOON","artists","free"
"454","1007","HAIRDRESSER","HAIRCUT","artists","common"
"455","1007","HAIRDRESSER","HAIRCUT","artists","free"
"456","1007","HAIRDRESSER","PERMANENT","artists","uncommon"
"457","1007","JUICE","FRUIT","artists","common"
"458","1007","JUICE","JUICER","artists","free"
"459","1007","JUICE","PASTEURIZED","artists","uncommon"
"460","1007","LILY","DEATH","artists","free"
"461","1007","LILY","FLOWER","artists","common"
"462","1007","LILY","VALLEY","artists","uncommon"
"463","1007","LIP","BALM","artists","uncommon"
"464","1007","LIP","MOUTH","artists","common"
"465","1007","LIP","MOUTH","artists","free"
"466","1007","MUSTARD","BASEBALL","artists","uncommon"
"467","1007","MUSTARD","HOT DOG","artists","free"
"468","1007","MUSTARD","KETCHUP","artists","common"
"469","1007","PINEAPPLE","BOMB","artists","uncommon"
"470","1007","PINEAPPLE","COLADA","artists","free"
"471","1007","PINEAPPLE","HAWAII","artists","common"
"472","1007","RABBIT","ANIMAL","artists","common"
"473","1007","RABBIT","CATCH","artists","free"
"474","1007","RABBIT","TRAP","artists","uncommon"
"475","1007","RAVEN","BIRD","artists","common"
"476","1007","RAVEN","BLACK","artists","free"
"477","1007","RAVEN","CROW","artists","uncommon"
"478","1007","SALMON","BAKED","artists","free"
"479","1007","SALMON","FISH","artists","common"
"480","1007","SALMON","UPSTREAM","artists","uncommon"
"481","1007","SILVER","GOLD","artists","common"
"482","1007","SILVER","PIRATE","artists","uncommon"
"483","1007","SILVER","WARE","artists","free"
"484","1007","SKIRT","CHASE","artists","free"
"485","1007","SKIRT","GIRLFRIEND","artists","uncommon"
"486","1007","SKIRT","PANT","artists","common"
"487","1007","STOMACH","ACHE","artists","common"
"488","1007","STOMACH","CHURN","artists","free"
"489","1007","STOMACH","MADURO","artists","uncommon"
"490","1007","TABLE","CHAIR","artists","common"
"491","1007","TABLE","CHAIR","artists","free"
"492","1007","TABLE","UNDER","artists","uncommon"
"493","1007","THUMB","FINGER","artists","common"
"494","1007","THUMB","RING","artists","uncommon"
"495","1007","THUMB","UP","artists","free"
"496","1007","UNCLE","AUNT","artists","common"
"497","1007","UNCLE","AUNT","artists","free"
"498","1007","UNCLE","SAD","artists","uncommon"
"499","1007","WRENCH","BOLT","artists","free"
"500","1007","WRENCH","POWER TOOL","artists","uncommon"
"501","1007","WRENCH","TOOL","artists","common"
"502","1007","ZEBRA","AFRICA","artists","common"
"503","1007","ZEBRA","AFRICA","artists","uncommon"
"504","1007","ZEBRA","LION","artists","free"
"505","1008","BUS","CAR","artists","common"
"506","1008","BUS","CAR","artists","uncommon"
"507","1008","BUS","STOP","artists","free"
"508","1008","BUTTERFLY","LARVAE","artists","uncommon"
"509","1008","BUTTERFLY","MOTH","artists","common"
"510","1008","BUTTERFLY","STOMACH","artists","free"
"511","1008","CAKE","CUPCAKE","artists","uncommon"
"512","1008","CAKE","DESSERT","artists","common"
"513","1008","CAKE","EAT","artists","free"
"514","1008","CELERY","BLOODY MARY","artists","free"
"515","1008","CELERY","CARROT","artists","uncommon"
"516","1008","CELERY","VEGETABLE","artists","common"
"517","1008","FIR TREE","DECIDUOUS","artists","uncommon"
"518","1008","FIR TREE","PINE","artists","common"
"519","1008","FIR TREE","STUMP","artists","free"
"520","1008","FLUTE","CLARINET","artists","uncommon"
"521","1008","FLUTE","INSTRUMENT","artists","common"
"522","1008","FLUTE","MELODY","artists","free"
"523","1008","FORK","ROAD","artists","free"
"524","1008","FORK","SPOON","artists","common"
"525","1008","FORK","SPOON","artists","uncommon"
"526","1008","HAIRDRESSER","BARBER","artists","common"
"527","1008","HAIRDRESSER","GAY","artists","free"
"528","1008","HAIRDRESSER","MANICURIST","artists","uncommon"
"529","1008","JUICE","APPLE","artists","common"
"530","1008","JUICE","APPLE","artists","uncommon"
"531","1008","JUICE","FRUIT","artists","free"
"532","1008","LILY","DEATH","artists","free"
"533","1008","LILY","FLOWER","artists","common"
"534","1008","LILY","FLOWER","artists","uncommon"
"535","1008","LIP","KISS","artists","free"
"536","1008","LIP","MOUTH","artists","common"
"537","1008","LIP","MOUTH","artists","uncommon"
"538","1008","MUSTARD","CONDIMENT","artists","free"
"539","1008","MUSTARD","KETCHUP","artists","common"
"540","1008","MUSTARD","KETCHUP","artists","uncommon"
"541","1008","PINEAPPLE","FRUIT","artists","common"
"542","1008","PINEAPPLE","HAWAII","artists","free"
"543","1008","PINEAPPLE","JUICE","artists","uncommon"
"544","1008","RABBIT","BUNNY","artists","common"
"545","1008","RABBIT","BUNNY","artists","uncommon"
"546","1008","RABBIT","WHITE","artists","free"
"547","1008","RAVEN","BIRD","artists","common"
"548","1008","RAVEN","CROW","artists","uncommon"
"549","1008","RAVEN","POE","artists","free"
"550","1008","SALMON","FISH","artists","common"
"551","1008","SALMON","FISH","artists","uncommon"
"552","1008","SALMON","OIL","artists","free"
"553","1008","SILVER","CREAMER","artists","uncommon"
"554","1008","SILVER","GOLD","artists","common"
"555","1008","SILVER","WEALTH","artists","free"
"556","1008","SKIRT","DRESS","artists","uncommon"
"557","1008","SKIRT","ISSUE","artists","free"
"558","1008","SKIRT","SHORT","artists","common"
"559","1008","STOMACH","FLU","artists","uncommon"
"560","1008","STOMACH","INTESTINE","artists","free"
"561","1008","STOMACH","ORGAN","artists","common"
"562","1008","TABLE","CHAIR","artists","common"
"563","1008","TABLE","CHAIR","artists","uncommon"
"564","1008","TABLE","MESA","artists","free"
"565","1008","THUMB","DIVE","artists","free"
"566","1008","THUMB","FINGER","artists","common"
